MeanM Amp1M StdM
1.0 1.0 1.0
0.999820219056 0.999845058406 0.998644672642
1.0011515295 1.00195028496 1.01251332827
1.0013245958 1.00573286335 1.00953766707
1.00083461521 1.00163771208 1.01046678213
1.0005314278 0.996973375909 1.01211038053
0.998899235803 0.994479533167 1.01929276788
0.997741262554 1.01036044171 0.997735302105
0.99686665459 0.997075981408 1.00228973574
0.995892512195 1.00019150908 0.989596776509
0.994076522342 0.997231357847 0.9860710422
0.99416116251 0.981708185738 1.0047876907
0.99336887436 0.986931456547 0.988640564885
0.992082919905 0.974266464018 0.979805796692
0.990140369859 0.974375400242 0.973317059128
0.989321093369 0.972542906281 0.981484673292
0.989628982757 0.967884833765 0.982683450084
0.989331408879 0.960832436129 0.976220922838
0.990284379475 0.953129644907 0.973230676402
0.99034858097 0.939155283484 0.997246395449
0.988473341739 0.935260792863 0.983041079038
0.989408558307 0.948642405203 0.980762143785
0.989975116775 0.946129626361 0.986953130243
0.990317760923 0.945183161401 0.981900758175
0.990369128512 0.953565777655 1.03299027773
0.989709518156 0.961062167832 1.01113457706
0.991040327939 0.978886912316 1.04429837865
0.991471245966 0.974991454167 1.05323786897
0.98992137247 0.976853547041 1.09925865148
0.990776179105 0.973670421644 1.10780186782
0.990585898919 0.964893014177 1.09164137767
0.991017242074 0.958384061754 1.10050102766
0.988708645783 0.948699080459 1.0796864225
0.988556635217 0.940826671163 1.0782097814
0.988087321971 0.934391333174 1.07031762695
0.987768557636 0.935266906274 1.06615911643
0.988112699487 0.938774864507 1.07372385418
0.98846601765 0.941554717947 1.07295286809
0.990043803108 0.940927534924 1.07780684377
0.992167328319 0.947693166723 1.10207019168
0.992891077243 0.946315562073 1.09588205328
0.991728629838 0.944718143123 1.10465094417
0.991066843019 0.945505305823 1.11182295949
0.99236274728 0.964764271174 1.12250690073
0.992627372572 0.960459420434 1.1408752935
0.993952738163 0.965531958957 1.14152695419
0.994086936558 0.977239695305 1.15700008642
0.993811957524 0.982761005094 1.15387729934
0.992278807838 0.974259675126 1.14519159234
0.993113599584 0.990927236683 1.11380338558
0.992547628515 0.98734771757 1.15733309077
0.991466506956 0.981496253245 1.1450058744
0.992476468598 0.991387587394 1.15834646973
0.993602779003 0.99840207227 1.16005343854
0.994288591641 0.984182063446 1.13410904538
0.993851286811 0.977801010875 1.12795458361
0.993435578478 0.963785947997 1.10931042732
0.99287926173 0.965032921594 1.10612268232
0.992762448078 0.956229181731 1.07982978344
0.991174196107 0.962272264536 1.08186288671
0.990897898781 0.967715836071 1.07846591297
0.990231835568 0.97050662407 1.07023314229
0.990944809807 0.977927938472 1.07853644879
0.991113344773 0.985421685599 1.07436135107
0.992028697179 0.991330365375 1.08273717113
0.992412490632 0.992623421693 1.09030635619
0.993519539667 0.987366611698 1.09531687712
0.994635641181 0.97209484638 1.11778834389
0.994715638942 0.964925862558 1.13183969581
0.992487680133 0.952498770899 1.12789106087
0.993141534629 0.937885595329 1.15428032949
0.995185469728 0.956374041127 1.15604413373
0.996959945066 0.953543767141 1.16100725621
0.995223503757 0.937227907741 1.15228257759
0.996309741361 0.936459272439 1.1356845993
0.995896315245 0.945780934101 1.17050056545
0.995730288452 0.926936269973 1.15895215739
0.996376102332 0.932029829932 1.16543668643
0.996882275693 0.941323408552 1.17804991467
0.995669967045 0.93734549008 1.18917298727
0.995618665278 0.939987400065 1.15994611285
0.995633270103 0.937834760871 1.1654314956
0.99609277334 0.93792140507 1.16478036885
0.995187087 0.929390132405 1.15326120124
0.994654904346 0.933627870891 1.16502527019
0.994652168867 0.940097784776 1.16972263001
0.995487515075 0.947199471049 1.18773471349
0.998065093481 0.955242266669 1.20497891391
0.999270145078 0.961749184233 1.17394452018
1.00048385016 0.956910564665 1.15998993341
1.00166590378 0.965211596993 1.16738667475
1.00173059909 0.967821669721 1.17579081433
1.002044839 0.964442366944 1.16490033155
1.0043367925 0.965959010478 1.17180216316
1.0040730368 0.963976746833 1.16930184667
