MeanM Amp1M StdM
1.0 1.0 1.0
0.999301220992 1.01328624988 0.990401433433
1.00058169251 1.03566213805 1.02772057323
0.999739140989 1.03244635739 1.02941536822
1.00014410315 1.02441549063 1.04287762508
1.00014775333 1.04238545841 1.04720803137
1.00012665379 1.04390815324 1.04971320145
0.999230738785 1.03274519799 1.04503145209
0.999242470922 1.02053602217 1.04917813919
1.00032490785 1.0099634313 1.04459154903
1.00295807368 1.0071293842 1.07034706503
1.00157418108 0.998176550139 1.06930649332
0.998010123532 0.986610396765 1.07349929088
0.996359115498 0.978093543856 1.0854775909
0.997561346568 0.979628074569 1.11092316659
0.996287274184 0.964631087208 1.10900362814
0.997191040133 0.952383673837 1.12124372694
0.999848173263 0.980092813839 1.13763989286
0.998959435662 0.979403049145 1.14117892631
1.00112397445 1.00256720758 1.16435441125
1.00238756765 0.997965078847 1.17028724034
1.00458147293 1.00457223619 1.1703426228
1.00520807101 1.00853439768 1.16169688843
1.00623314605 1.02772737895 1.17509269549
1.00652531307 1.03919199102 1.17582785463
1.00711680611 1.0458180417 1.17041365272
1.00996277074 1.04169090782 1.19820668524
1.0098189064 1.02448304442 1.21193650874
1.01061186242 1.01573112344 1.20971756629
1.00842086217 1.00742281261 1.20765867352
1.00828988376 1.01153563017 1.21661256169
1.00956807358 1.00082125115 1.22147657341
1.0080587427 0.983188141118 1.20028737061
1.00789459454 0.993657133539 1.21522028487
1.00713282065 1.00885315831 1.22115211751
1.00849032577 0.999492155339 1.21853958164
1.00753732148 0.99670010307 1.2034574829
1.00708427699 0.988470239217 1.21180046433
1.00704878204 0.990162829646 1.2132922228
1.00587049654 0.996558073364 1.21213169216
1.00512242365 1.01264226467 1.19547130421
1.00747828148 1.02934407772 1.21259535042
1.00891426728 1.02960680798 1.19731482315
1.01082862307 1.04124832745 1.18160186154
1.0098646906 1.0333283804 1.19193761908
1.01164763335 1.04674050115 1.18626779578
1.01167220344 1.06770375227 1.17191241307
1.00831625909 1.04940504878 1.16459585694
1.00849433422 1.05509056045 1.15852196539
1.00551085259 1.03346377259 1.14872291961
1.00598408408 1.03236849162 1.1625884048
1.00528399778 1.03878192694 1.15712686802
1.00671716312 1.0458041768 1.14169661726
1.00559883007 1.03273936961 1.15325991068
1.00526404173 1.03274456768 1.15259806948
1.00270789642 1.01868045871 1.15965638016
1.00132381085 1.03086957039 1.14085173369
1.00234583199 1.04977199673 1.1084143797
1.00042778275 1.04437920624 1.09571691509
1.00181625037 1.04250111946 1.09880685392
1.00084903626 1.0352264337 1.09533846132
0.998852848929 1.04365686939 1.0854090749
0.999160365956 1.0420178413 1.07042144393
0.999693925756 1.03939217469 1.06770281092
0.999409060513 1.02374829427 1.05238527321
0.998217541367 1.0060150848 1.05654421342
0.997954941882 1.00331790845 1.07567572741
0.99886796731 1.01773428717 1.06949395842
0.999324629036 1.01940620181 1.07163505581
0.999613259523 1.01498504514 1.07586540734
0.99879818433 1.01068954661 1.06242572714
0.997449871552 1.00396380576 1.03887542385
0.997917348003 1.01073049573 1.02927052333
0.998183451164 0.992396224784 1.04294764377
0.999210026758 1.00458424975 1.02842784101
0.998326220706 0.990867437561 1.0324888848
0.998643624604 0.987825921144 1.03855225934
1.00011303264 0.990975131867 1.02980772883
1.00041736075 0.975552856171 1.03225604466
1.00062281825 0.978228849105 1.03035729987
0.999569332629 0.992620344925 1.02073788723
0.998569886654 0.991310496485 1.03131698679
0.99824890185 0.992572712447 1.04680583863
0.998968896562 1.00011392843 1.02128607028
0.998590346017 1.00229809536 1.02388177856
1.00059567337 1.01045645135 1.01272490854
1.00034082412 1.00719510101 0.99532889614
1.00066651314 1.01167253432 1.0093277446
1.00181861606 1.02119678286 1.01634206233
1.00107788102 1.02410123185 1.0231571512
1.00295328574 1.02935587426 1.00948632378
1.00491327294 1.04517952931 1.01162357262
1.00483239087 1.05251441962 1.04965960366
1.00418918825 1.04326389912 1.05075823207
1.00401814818 1.04314848556 1.05023548587
