MeanM Amp1M StdM
1.0 1.0 1.0
0.998713452327 0.99822525898 0.997675467883
0.997445120701 1.00144330775 0.970373838606
0.997545495511 0.995842714363 0.992271421672
0.998433027029 1.01458179685 0.969582653381
0.998816110559 1.03001365261 0.978737943791
0.997387992962 1.02145720251 0.964785239247
0.996171931927 1.01788578969 0.959891889072
0.996466101239 1.02045312153 0.976137687738
0.99519063647 1.01695162325 0.959029094636
0.992191167871 1.00161118109 0.938291122029
0.989974159433 0.995220183683 0.938977981741
0.991854212704 1.00670284588 0.970000227576
0.991889098969 1.00960075893 0.964575736987
0.991295087917 1.00956863379 0.951850477216
0.991449893185 1.00499973826 0.947557689627
0.990931275755 1.00645075169 0.945521892236
0.990015930856 1.00161249452 0.944102793031
0.989223496469 1.00992403884 0.973219459936
0.991696463007 1.02095894707 1.00098790599
0.991834483215 1.02211582545 1.00506107377
0.991585406635 1.02779932323 0.999324459264
0.990880779115 1.01848650033 0.998635249354
0.991879005241 1.02200959689 1.0147200079
0.992298122695 1.01180783482 1.01985366933
0.992936725015 1.02505670578 1.04066646163
0.994007054718 1.03042288011 1.0505203438
0.994467300612 1.03604178292 1.06476359756
0.993886529333 1.04155219026 1.06065533472
0.994928504177 1.04740516628 1.05592256429
0.994859094507 1.07035653118 1.03357046918
0.995900006405 1.06630023069 1.03891256425
0.995180870799 1.05523081713 1.04369850064
0.995473762939 1.0445715231 1.06827624088
0.995359413362 1.03450205574 1.0662301139
0.995376645612 1.02990943471 1.07109196636
0.995167226426 1.03628039343 1.06754813607
0.995738001963 1.0404757772 1.07368684203
0.994644939449 1.01480057563 1.07740440741
0.996993728519 1.02371785019 1.08535942307
0.9983764598 1.02640016905 1.08397060412
1.00075235448 1.03845589724 1.08021053179
0.998728488125 1.03011477817 1.0603654545
0.998032939265 1.04123021604 1.07398351398
0.997352547965 1.03876300401 1.0804410634
0.997655847984 1.04091170448 1.07668409101
0.997542774347 1.03866660652 1.06849130455
0.998077340155 1.03781554509 1.0723541434
0.999366886082 1.03578764547 1.04435696579
0.996569486335 1.02128398707 1.03458649249
0.995522704029 1.01166543503 1.04324621525
0.993782468194 1.00014543298 1.04842543834
0.993190853297 1.01062095695 1.05527702729
0.992757332283 1.00602599678 1.04959741277
0.991959663141 0.997824789531 1.04982526228
0.991049944352 0.980711304725 1.02938720923
0.98819345633 0.963061480104 1.03987567304
0.987054600176 0.946091924942 1.03474258108
0.987753074302 0.943958446501 1.0568475289
0.98696407654 0.941117292553 1.06375166747
0.989009718054 0.934111818905 1.07704654648
0.987259141369 0.929637248309 1.07517175886
0.987330118061 0.919991910899 1.08312294653
0.986296105244 0.93391373691 1.051371257
0.98582113085 0.919521041929 1.07566937467
0.987088212378 0.924369318752 1.07598365088
0.987218066696 0.922629878963 1.07832208338
0.987860096394 0.925546501947 1.10126332524
0.988634125709 0.943795711047 1.09328432287
0.987021134111 0.920732551486 1.07665012478
0.987499532311 0.921979201409 1.07518889469
0.986785004139 0.912904036294 1.06174850326
0.987751043874 0.916738442234 1.0770076119
0.987353934701 0.897063550805 1.07048006411
0.988627230517 0.89642993296 1.08173895558
0.990237314915 0.899816118702 1.09111280616
0.989258705969 0.897011107175 1.11246324644
0.989793733438 0.881066485094 1.10550113378
0.988926959758 0.872676201367 1.10318094829
0.989777260145 0.876398701262 1.09391804458
0.988409994375 0.868753431757 1.12294642796
0.989890166506 0.867776797773 1.11854013978
0.991824438041 0.862169134952 1.12344985889
0.99126721066 0.859251848609 1.11930305506
0.989402590835 0.860387093431 1.13026651362
0.990331028047 0.862079893133 1.13055474293
0.991504340107 0.852001284772 1.12399916404
0.991692537424 0.853410285172 1.11100202794
0.991399031454 0.850211479025 1.09459261644
0.992293854692 0.856824123802 1.07424729496
0.990711589673 0.860638694676 1.06242034651
0.99030375231 0.856153714153 1.06703360569
0.988888467021 0.863620489753 1.0672675822
0.989118310842 0.863200955192 1.07496187926
0.989465090722 0.878832432069 1.05375769544
